Address,ZipCode,Latitude,Longitude,Avg Price,Venue,Venue Latitude,Venue Longitude,Venue Category
311 SW 13th St,32601,29.649057,-82.338943,854.0,Billy-Bobz BBQ,29.652312,-82.338014,BBQ Joint
311 SW 13th St,32601,29.649057,-82.338943,854.0,Lit at Midtown Restaurant & Patio Bar,29.652162681922587,-82.34572550322534,Bar
311 SW 13th St,32601,29.649057,-82.338943,854.0,Holiday Inn University Center Gainesville,29.65266,-82.3386,Hotel
311 SW 13th St,32601,29.649057,-82.338943,854.0,GATE,29.6559055,-82.33955309999999,Gas Station
311 SW 13th St,32601,29.649057,-82.338943,854.0,Sushi Chao,29.65217602525786,-82.34399984670686,Sushi Restaurant
311 SW 13th St,32601,29.649057,-82.338943,854.0,Designer Greens,29.652574891423324,-82.34491593150022,Salad Place
311 SW 13th St,32601,29.649057,-82.338943,854.0,Au Bon Pain,29.648963,-82.345217,Sandwich Place
311 SW 13th St,32601,29.649057,-82.338943,854.0,Chick-fil-A,29.6483257,-82.3451038,Fast Food Restaurant
311 SW 13th St,32601,29.649057,-82.338943,854.0,Dunkin' / Baskin-Robbins,29.652239841545445,-82.34111714786201,Donut Shop
311 SW 13th St,32601,29.649057,-82.338943,854.0,Checkers,29.652319794516096,-82.3340688209737,Fast Food Restaurant
311 SW 13th St,32601,29.649057,-82.338943,854.0,Jimmy John's,29.652179655893597,-82.34546976341144,Sandwich Place
311 SW 13th St,32601,29.649057,-82.338943,854.0,Target Copy,29.65229682799611,-82.34112173310112,Print Shop
311 SW 13th St,32601,29.649057,-82.338943,854.0,Balls,29.652215700866034,-82.345278618366,Bar
311 SW 13th St,32601,29.649057,-82.338943,854.0,Fat Daddy's,29.652254174027423,-82.34487368220374,Cocktail Bar
311 SW 13th St,32601,29.649057,-82.338943,854.0,Burger King,29.64741289178816,-82.34147463234443,Fast Food Restaurant
311 SW 13th St,32601,29.649057,-82.338943,854.0,Dunkin',29.652249885896513,-82.34573155079033,Donut Shop
311 SW 13th St,32601,29.649057,-82.338943,854.0,Taco Bell,29.652366504838543,-82.333834333422,Fast Food Restaurant
311 SW 13th St,32601,29.649057,-82.338943,854.0,Puerto Tagwa,29.65188,-82.33355,Arepa Restaurant
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Earth Fare,29.625308376206096,-82.37037760826644,Health Food Store
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,World of Beer,29.624416452985738,-82.37201117228898,Bar
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Peach Valley Cafe,29.624490105011663,-82.37127816081077,American Restaurant
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Carrabba's Italian Grill,29.6261194,-82.3715944,Italian Restaurant
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Yummy House,29.625038706448116,-82.37270486309662,Szechuan Restaurant
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Embers,29.62109,-82.37232,Steakhouse
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,India Bazaar,29.621317575342285,-82.37353552018538,Grocery Store
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Tijuana Flats,29.62621,-82.37418,Tex-Mex Restaurant
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Dunkin',29.625874284316613,-82.37286722729817,Donut Shop
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Panera Bread,29.625161,-82.373782,Bakery
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,CVS pharmacy,29.62696051504531,-82.37306023090113,Pharmacy
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Kung Fu Tea,29.625150619012473,-82.37293295331796,Bubble Tea Shop
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Sushi Matsuri,29.62655496573338,-82.37415170966742,Sushi Restaurant
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Youfit Health Clubs,29.6259632,-82.3708364,Gym
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Chuy's Gainesville,29.62747557173395,-82.3738802298933,Mexican Restaurant
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Kohl's,29.624088,-82.375451,Department Store
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Hooters,29.624168309503982,-82.37192630767822,Wings Joint
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Pho Hanoi,29.621132907827786,-82.37356772878739,Vietnamese Restaurant
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Walgreens,29.6246507,-82.3743591,Pharmacy
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,ABC Fine Wine & Spirits,29.625846,-82.373286,Liquor Store
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,TCBY,29.62513351757279,-82.37277821097204,Ice Cream Shop
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Redbox,29.622066497802734,-82.37206268310547,Video Store
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Hungry Howie's Pizza,29.626480157365148,-82.37422684675,Pizza Place
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Cold Stone Creamery,29.625352,-82.37371,Ice Cream Shop
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Bojangles' Famous Chicken 'n Biscuits,29.6290993,-82.3695022,Fast Food Restaurant
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Taco Bell,29.626689984624388,-82.37360070464776,Fast Food Restaurant
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Tires Plus,29.628213,-82.37201999999999,Automotive Shop
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Gainesville Place Pool,29.621478452144224,-82.36436406296298,Pool
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Brandywine,29.626995602452784,-82.36621171539119,Residential Building (Apartment / Condo)
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Shell,29.627681229904265,-82.37213113757886,Gas Station
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,MetroPCS Gainesville Corporate Store,29.62806736144217,-82.37120622317346,Electronics Store
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Let It Roll,29.628221,-82.371371,Smoke Shop
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,GEICO Insurance Agent,29.629358,-82.36905,Insurance Office
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,BBVA Compass,29.627891818811484,-82.37305819988245,Bank
3000 SW 35th Pl,32608,29.6236,-82.36716,709.0,Oxford Manor Gym,29.630015096866007,-82.3647067699842,Gym
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Swamp Head Brewery,29.614726,-82.37681600000002,Brewery
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Maple Street Biscuit Company,29.621195310641653,-82.38110350084631,Breakfast Spot
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Chipotle Mexican Grill,29.619406292195045,-82.38130672684525,Mexican Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Blaze Pizza,29.621685,-82.377799,Pizza Place
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Sonny's BBQ,29.6208341,-82.3781148,BBQ Joint
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Pollo Tropical,29.620233619163614,-82.3814483045131,Latin American Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Mochi Frozen Yogurt,29.619216219454497,-82.38148314985304,Frozen Yogurt Shop
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Relish,29.619000816637726,-82.38152489726427,Burger Joint
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Trader Joe's,29.622937705124954,-82.37955192615071,Grocery Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Texas Roadhouse,29.620513,-82.38096,Steakhouse
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,India Bazaar,29.621317575342285,-82.37353552018538,Grocery Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Yogurtology,29.62185447931596,-82.37915037519772,Frozen Yogurt Shop
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Publix,29.621806985169364,-82.38210197261819,Grocery Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Bento Asian Kitchen & Sushi,29.619351744612356,-82.38154259494478,Sushi Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Target,29.62136327307246,-82.38426612457266,Big Box Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Hampton by Hilton,29.614969695791952,-82.38259613513952,Hotel
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Panda Express,29.623160403563087,-82.37705436258281,Chinese Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Zoës Kitchen,29.62172124070821,-82.37897000903945,Mediterranean Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Dairy Queen,29.619411,-82.3834698,Ice Cream Shop
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,DoubleTree by Hilton,29.6192121,-82.3851017,Hotel
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Massage Envy - Gainesville-Butler Plaza,29.6216456,-82.3829699,Spa
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,WingHouse,29.618251827999032,-82.38239171267878,Wings Joint
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Stage 7 KTV,29.614951,-82.37269,Karaoke Bar
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Michaels,29.623333590352132,-82.37873911857605,Arts & Crafts Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Outback Steakhouse,29.621152,-82.380055,Steakhouse
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,PetSmart,29.623058,-82.380474,Pet Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Fairfield Inn & Suites by Marriott Gainesville I-75,29.618693544999225,-82.37815976142883,Hotel
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Fairfield Inn and Suites,29.618841,-82.378131,Hotel
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Chick-fil-A,29.62121167,-82.383365,Fast Food Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Zaxby's Chicken Fingers & Buffalo Wings,29.621887,-82.378489,Fried Chicken Joint
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,SpringHill Suites Marriott,29.616123940535136,-82.3826739192009,Hotel
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,The Lodge at Gainesville,29.619374976703064,-82.38503002203669,Hotel
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Kirkland's,29.6211722,-82.3812508,Furniture / Home Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Pho Hanoi,29.621132907827786,-82.37356772878739,Vietnamese Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Carter's,29.621522,-82.383387,Kids Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Starbucks,29.621222,-82.383735,Coffee Shop
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Best Buy,29.622742,-82.380992,Electronics Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Wendy’s,29.622001,-82.377145,Fast Food Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,GNC,29.621569,-82.383246,Supplement Shop
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Old Navy,29.62152723227781,-82.38238507552772,Clothing Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Dollar General,29.61508560180664,-82.37133026123047,Discount Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Rack Room Shoes,29.621277730935986,-82.38307430931367,Shoe Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Butler Plaza,29.620817032489395,-82.38239500170198,Shopping Mall
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Ross Dress for Less,29.623009171438284,-82.37949202552717,Clothing Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Pac Sun,29.621311423602044,-82.38321466399418,Clothing Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Circle K,29.6184112,-82.3829443,Convenience Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,AT&T,29.622638762991244,-82.3776595294475,Mobile Phone Shop
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Steak 'n Shake,29.620133380929165,-82.38528370857239,American Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Tuesday Morning,29.623186697718857,-82.3801338672638,Discount Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Indian Cuisine,29.620969338139403,-82.37359694613001,Indian Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Papa John's Pizza,29.622490451122104,-82.37666009998492,Pizza Place
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Pier 1 Imports,29.622776,-82.3782988,Furniture / Home Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Burger King,29.617898,-82.3836418,Fast Food Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Domino's Pizza,29.6228751,-82.37607,Pizza Place
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Sleep Inn & Suites University/Shands,29.616499,-82.383766,Hotel
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Waffle House,29.618134,-82.382993,Breakfast Spot
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Arby's,29.619518,-82.3835426,Fast Food Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Firestone Complete Auto Care,29.6212236,-82.37969169,Automotive Shop
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,OfficeMax,29.623171,-82.378459,Paper / Office Supplies Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Harmon's Photos,29.615313,-82.374874,Hobby Shop
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,The Pita pit,29.618906336424597,-82.38142716553254,Mediterranean Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Vale Food Co,29.619263,-82.381398,New American Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Stoneridge Gym,29.61855479128818,-82.37459571724251,Gym
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Drury Inn & Suites Gainesville,29.61705701,-82.38394406,Hotel
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Super 8,29.615833193807582,-82.38361591169556,Motel
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,FogBoxx,29.61504554748535,-82.37267303466797,Ice Cream Shop
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Darkside Athletics & F2 Arena,29.611171370000456,-82.37523874918853,Martial Arts School
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,McDonald's,29.61890321178039,-82.38420546054846,Fast Food Restaurant
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,New York Nails,29.621003023795108,-82.37356829425062,Spa
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Teastori,29.621257,-82.373792,Bubble Tea Shop
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Ovale USA,29.6212125,-82.3736443,Smoke Shop
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Publix Liquors at Butler Plaza West,29.621569,-82.383246,Liquor Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Envy spa,29.621569,-82.383246,Spa
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Greek Divine,29.621187210083008,-82.37345123291016,Arts & Crafts Store
4000 SW 37th Blvd,32608,29.616148,-82.378658,479.0,Archer Rd & I-75,29.61735740760481,-82.38678594159386,Intersection
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Swamp Head Brewery,29.614726,-82.37681600000002,Brewery
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,India Bazaar,29.621317575342285,-82.37353552018538,Grocery Store
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Embers,29.62109,-82.37232,Steakhouse
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Stage 7 KTV,29.614951,-82.37269,Karaoke Bar
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Blaze Pizza,29.621685,-82.377799,Pizza Place
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Sonny's BBQ,29.6208341,-82.3781148,BBQ Joint
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Yogurtology,29.62185447931596,-82.37915037519772,Frozen Yogurt Shop
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Panda Express,29.623160403563087,-82.37705436258281,Chinese Restaurant
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Dollar General,29.61508560180664,-82.37133026123047,Discount Store
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Pho Hanoi,29.621132907827786,-82.37356772878739,Vietnamese Restaurant
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Five Guys,29.6231575,-82.3757706,Burger Joint
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Zoës Kitchen,29.62172124070821,-82.37897000903945,Mediterranean Restaurant
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Planet Smoothie,29.623153,-82.375622,Smoothie Shop
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Zaxby's Chicken Fingers & Buffalo Wings,29.621887,-82.378489,Fried Chicken Joint
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Fairfield Inn & Suites by Marriott Gainesville I-75,29.618693544999225,-82.37815976142883,Hotel
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Fairfield Inn and Suites,29.618841,-82.378131,Hotel
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Wendy’s,29.622001,-82.377145,Fast Food Restaurant
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Redbox,29.622066497802734,-82.37206268310547,Video Store
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,AT&T,29.622638762991244,-82.3776595294475,Mobile Phone Shop
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Papa John's Pizza,29.622490451122104,-82.37666009998492,Pizza Place
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,US Post Office,29.610448395330177,-82.37326435581969,Post Office
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Firestone Complete Auto Care,29.6212236,-82.37969169,Automotive Shop
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,The Laurels' Pool,29.610912322998047,-82.36956024169922,Pool
3415 SW 39th Blvd,32608,29.616714,-82.3733,509.0,Immaculate Landscapes,29.616221875844413,-82.36532807350157,Construction & Landscaping
3700 SW 27th St,32608,29.616662,-82.363765,634.0,Dollar General,29.61508560180664,-82.37133026123047,Discount Store
3700 SW 27th St,32608,29.616662,-82.363765,634.0,Gainesville Place Pool,29.621478452144224,-82.36436406296298,Pool
3700 SW 27th St,32608,29.616662,-82.363765,634.0,Hunters Run Hot Tub,29.612197875976562,-82.3609390258789,Hotel Pool
3700 SW 27th St,32608,29.616662,-82.363765,634.0,Campus Lodge Pool,29.60990809459597,-82.36585575230121,Pool
2930 SW 23rd Ter,32608,29.624578,-82.359783,850.0,Steak 'n Shake,29.629595956621543,-82.36233450214378,American Restaurant
2930 SW 23rd Ter,32608,29.624578,-82.359783,850.0,University Club Wooden Bus Stop,29.62578715352175,-82.35632944786273,Bus Station
2930 SW 23rd Ter,32608,29.624578,-82.359783,850.0,Gainesville Place Pool,29.621478452144224,-82.36436406296298,Pool
2930 SW 23rd Ter,32608,29.624578,-82.359783,850.0,Brandywine,29.626995602452784,-82.36621171539119,Residential Building (Apartment / Condo)
2930 SW 23rd Ter,32608,29.624578,-82.359783,850.0,Oxford Manor Gym,29.630015096866007,-82.3647067699842,Gym
2930 SW 23rd Ter,32608,29.624578,-82.359783,850.0,S W Archer Road,29.63101358839212,-82.36354747861726,Pedestrian Plaza
3718 SW 24th Ave,32607,29.631346,-82.379507,767.0,Total Wine & More,29.627885,-82.382639,Wine Shop
3718 SW 24th Ave,32607,29.631346,-82.379507,767.0,Marshalls,29.6272064,-82.3823758,Department Store
3718 SW 24th Ave,32607,29.631346,-82.379507,767.0,Metro Diner,29.632704,-82.373091,American Restaurant
3718 SW 24th Ave,32607,29.631346,-82.379507,767.0,LongHorn Steakhouse,29.627401000000003,-82.384416,Steakhouse
3718 SW 24th Ave,32607,29.631346,-82.379507,767.0,Olive Garden,29.628195861023688,-82.38518288686193,Italian Restaurant
3718 SW 24th Ave,32607,29.631346,-82.379507,767.0,Bonefish Grill,29.625212650735623,-82.37767540878538,Seafood Restaurant
3718 SW 24th Ave,32607,29.631346,-82.379507,767.0,Firehouse Subs,29.625412,-82.378119,Sandwich Place
3718 SW 24th Ave,32607,29.631346,-82.379507,767.0,Five Below,29.627444,-82.3824788,Discount Store
3718 SW 24th Ave,32607,29.631346,-82.379507,767.0,Midnight Cookies,29.63308776271157,-82.37350501196238,Bakery
3718 SW 24th Ave,32607,29.631346,-82.379507,767.0,Tijuana Flats,29.62621,-82.37418,Tex-Mex Restaurant
